objectid,artifact,classification,chronotype,form,portion,date_established,region,site_name,cadastral_map_id,site_code,site_type,location_note,transect,unit,survey,fineware_type,fabric_color,fabric_color_munsell,decoration,sc_id,sc_link,publication_doi,comment_1,comment_2,pres_length,pres_width,pres_thick,pres_diam,elevation,latitude,longitude,x_coord,y_coord
kaletepe-2002-u3-010,ceramic,fineware,CS 40,krater,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,CS 40,tan,NA,flat everted rim,NA,NA,10.4231/RNSY-6143,CS 40 imitation,NA,4,NA,NA,NA,288,36.32252167,32.2729984,434744.3823,4019967.018
kaletepe-2002-u3-011,ceramic,commonware,commonware,pitcher,handle,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,NA,yellow white,NA,NA,NA,NA,10.4231/RNSY-6143,small pitcher,NA,5,NA,NA,NA,284,36.32251993,32.27298833,434743.477,4019966.832
kaletepe-2002-u3-012,ceramic,fineware,CS 11,bowl,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,CS 11,yellow white,NA,thickened,NA,NA,10.4231/RNSY-6143,NA,NA,2.5,NA,NA,NA,282,36.32252167,32.27298329,434743.026,4019967.028
kaletepe-2002-u3-013,glass,glass,glass,jar,rim,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,NA,other,NA,thickened,NA,NA,10.4231/RNSY-6143,NA,NA,2,NA,NA,NA,282,36.32252167,32.27298167,434742.8806,4019967.029
kaletepe-2002-u3-014,ceramic,fineware,CS 37-38,krater,foot,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,CS 37-38,NA,NA,NA,NA,NA,10.4231/RNSY-6143,knuckle bone,NA,3,NA,NA,NA,282,36.32252167,32.27298005,434742.7352,4019967.031
kaletepe-2002-u3-015,ceramic,fineware,CS 40,krater,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,CS 40,pink,NA,flat everted rim,NA,NA,10.4231/RNSY-6143,NA,NA,5.5,NA,NA,NA,282,36.32252326,32.27297826,434742.5759,4019967.208
kaletepe-2002-u3-016,ceramic,fineware,CS 22,bowl,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,CS 22,pink,NA,thickened,NA,NA,10.4231/RNSY-6143,NA,NA,4,NA,NA,NA,282,36.32252326,32.27297826,434742.5759,4019967.208
kaletepe-2002-u3-017,ceramic,fineware,CS fineware,jar,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,CS,tan,NA,flat everted rim,NA,NA,10.4231/RNSY-6143,NA,NA,3,NA,NA,NA,282,36.322525,32.27297826,434742.5773,4019967.401
kaletepe-2002-u3-018,ceramic,fineware,Hellenistic fineware,plate,foot,Hellenistic,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,3,2002,Hellenistic,NA,2.5YR 7/3,black slip visible,NA,NA,10.4231/RNSY-6143,false ringfoot,NA,35,5,NA,NA,282,36.322525,32.27297664,434742.4319,4019967.402
kaletepe-2002-u4-021,ceramic,coarseware,West Cilicia concave rim basin,basin,rim,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,4,2002,NA,orange,NA,flat everted rim,NA,NA,10.4231/RNSY-6143,NA,NA,7,NA,NA,NA,286,36.32257166,32.273245,434766.5591,4019972.397
kaletepe-2002-u4-022,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,4,2002,NA,orange,NA,NA,NA,NA,10.4231/RNSY-6143,half double rolled handle,NA,5,NA,NA,NA,286,36.32256833,32.27325327,434767.2987,4019972.022
kaletepe-2002-u4-023,ceramic,amphora,Early Roman amphora,amphora,handle attachment,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,4,2002,NA,orange,NA,NA,NA,NA,10.4231/RNSY-6143,bowing vertical handle,NA,7,NA,NA,NA,287,36.3225534,32.27327503,434769.2395,4019970.351
kaletepe-2002-u5-117,ceramic,commonware,Early Roman coarseware,bowl,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,5,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,20,NA,NA,NA,299,36.32227917,32.27317464,434760,4019940
kaletepe-2002-u5-118,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,5,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,72,NA,NA,NA,299,36.32231489,32.27311861,434755,4019944
kaletepe-2002-u5-119,ceramic,coarseware,coarseware,bowl,base,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,5,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,75,NA,NA,NA,299,36.32236931,32.27317381,434760,4019950
kaletepe-2002-u5-120,ceramic,commonware,commonware,jug,handle,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,5,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,44,NA,NA,NA,299,36.32231543,32.27320773,434763,4019944
kaletepe-2002-u5-146,ceramic,coarseware,basin,basin,rim,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,5,2002,rim,NA,NA,diameter 28,NA,NA,10.4231/RNSY-6143,NA,NA,6,NA,NA,NA,299,36.32231523,32.27317431,434760,4019944
kaletepe-2002-u5-147,ceramic,coarseware,basin,basin,rim,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,5,2002,rim,ridging,NA,diameter 48,NA,NA,10.4231/RNSY-6143,NA,NA,87,NA,NA,NA,299,36.3223155,32.27321887,434764,4019944
kaletepe-2002-u5-148,ceramic,amphora,Pamphylian amphora,amphora,handle,Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,5,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,28,NA,NA,NA,299,36.32236931,32.27317381,434760,4019950
kaletepe-2002-u5-149,ceramic,commonware,commonware,plate,rim,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,5,2002,NA,possible stamp,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,73,NA,NA,36,299,36.32231489,32.27311861,434755,4019944
kaletepe-2002-u7-114,ceramic,commonware,Early Roman commonware,incurved rim bowl,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,7,2002,NA,red slip,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,30,NA,NA,NA,288,36.32218895,32.27316434,434759,4019930
kaletepe-2002-u7-115,ceramic,commonware,commonware,bowl,rim,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,7,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,22,NA,NA,NA,288,36.32218861,32.27310864,434754,4019930
kaletepe-2002-u7-116,ceramic,commonware,commonware,jug,handle,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,7,2002,NA,raised ridge,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,37,NA,NA,NA,288,36.32215289,32.27316468,434759,4019926
kaletepe-2002-u7-151,ceramic,commonware,Early Roman coarseware,incurved rim bowl,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,7,2002,NA,incurved rim,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,30,NA,NA,NA,288,36.32218868,32.27311978,434755,4019930
kaletepe-2002-u7-152,ceramic,commonware,commonware,bowl,rim,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,7,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,22,NA,NA,NA,288,36.32215289,32.27316468,434759,4019926
kaletepe-2002-u7-153,ceramic,commonware,commonware,jug,handle,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,7,2002,NA,raised ridge,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,37,NA,NA,NA,288,36.32218929,32.27322004,434764,4019930
kaletepe-2002-u9-157,ceramic,fineware,CS 22,bowl,rim,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,9,2002,CS 22,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,30,NA,NA,NA,290,36.32212504,32.27303125,434747,4019923
kaletepe-2002-u9-158,ceramic,fineware,CS 11,bowl,base,Early Roman,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,9,2002,CS 11,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,38,NA,NA,NA,290,36.32209758,32.27296466,434741,4019920
kaletepe-2002-u9-159,ceramic,fineware,unguentarium,unguentarium,base,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,9,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,30,NA,NA,NA,290,36.3221249,32.27300897,434745,4019923
kaletepe-2002-u9-160,ceramic,cookware,stewpot,stewpot,rim,NA,Kahyalar,Kale Tepe,NA,RC0201,press complex,NA,0,9,2002,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,38,NA,NA,NA,290,36.32216123,32.27305319,434749,4019927
nergis-1999-9902-001,ceramic,fineware,dribbleware,NA,base of bowl,Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,dribbleware,NA,NA,"yellow slip at base, brown dribble slip to base",sc_132a,http://dx.doi.org/10.4231/R78S4N47,10.4231/RNSY-6143,foot molded in Early Roman fashion; (added to SC),NA,NA,NA,NA,NA,0,36.34048344,32.28092835,435471,4021954.078
nergis-1999-9902-002,ceramic,fineware,Hellenistic/Early Roman fineware,bowl,base of bowl,Hellenistic/Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,Hellenistic/Early Roman,reddish yellow,5YR 7/6,slip visible,NA,NA,10.4231/RNSY-6143,NA,NA,7.89,NA,NA,9,0,36.34048351,32.28093949,435472,4021954.078
nergis-1999-9902-003,ceramic,fineware,CS fineware,NA,neck of bottle,Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,CS,NA,NA,slip visible,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.34048358,32.28095063,435473,4021954.078
nergis-1999-9902-004,ceramic,fineware,CRS fineware,bowl,rim of bowl,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,CRS,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.34048364,32.28096177,435474,4021954.078
nergis-1999-9902-005,ceramic,commonware,commonware,jug,rim and handle,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,slightly reddish,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.34048371,32.28097292,435475,4021954.078
nergis-1999-9902-006,ceramic,commonware,commonware,jug,rim and handle,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,local orange,NA,NA,NA,NA,10.4231/RNSY-6143,smaller form,NA,NA,NA,NA,NA,0,36.34048378,32.28098406,435476,4021954.078
nergis-1999-9902-007,ceramic,cookware,cassarole,casserole,rim and handle,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,local orange,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.34048384,32.2809952,435477,4021954.078
nergis-1999-9902-008,ceramic,amphora,Zemer 41 amphora (whiteware),amphora,handle,Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,whiteware,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.34048391,32.28100634,435478,4021954.078
nergis-1999-9902-009,ceramic,amphora,Zemer 41 amphora,amphora,handle fragment,Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,local fabric,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.34048398,32.28101749,435479,4021954.078
nergis-1999-9902-010,ceramic,cookware,stewpot,stewpot,rim,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,West cilicia everted rim stewpot,NA,NA,NA,NA,NA,0,36.34048404,32.28102863,435480,4021954.078
nergis-1999-9902-011,ceramic,cookware,stewpot,stewpot,vertical neck,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,West Cilicia fabric,NA,NA,NA,NA,10.4231/RNSY-6143,"upright rim, fairly thick,",NA,NA,NA,NA,NA,0,36.34048411,32.28103977,435481,4021954.078
nergis-1999-9902-012,ceramic,amphora,Gaza type amphora,amphora,rim and body fragment,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,5YR 6/6 reddish yellow,NA,NA,10.4231/RNSY-6143,"narrow, low collared rim gradually sloping shoulder, Looks Palest./Phoenician",NA,7.63,NA,NA,10,0,36.34048418,32.28105091,435482,4021954.078
nergis-1999-9902-013,ceramic,amphora,amphora,amphora,"rolled rim, tall neck",NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,neck flares at base; unlike Zemer 41,NA,NA,NA,NA,NA,0,36.34048425,32.28106206,435483,4021954.078
nergis-1999-9902-014,ceramic,amphora,Zemer 41 amphora,amphora,"rolled rim, tall neck",Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,small version,NA,NA,NA,NA,NA,0,36.34048431,32.2810732,435484,4021954.078
nergis-1999-9902-015,ceramic,loomweight,loomweight,loomweight,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"1/2 of form, hole at top",NA,NA,NA,NA,NA,0,36.34048438,32.28108434,435485,4021954.078
nergis-1999-9902-016,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"various wheelridged bs, some amphora with broad grooves, 2 smaller forms with narrow grooves",NA,NA,NA,NA,NA,0,36.34048445,32.28109548,435486,4021954.078
nergis-1999-9902-017,ceramic,pithos,Late Roman pithos,pithos,bodysherd,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,bs with narrow string -like grooves,NA,NA,NA,NA,NA,0,36.34048451,32.28110663,435487,4021954.078
nergis-1999-9902-018,ceramic,coarseware,mortarium,mortarium,wall west rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"large form with thick flat everted rim, slight groove on rim interior",NA,NA,NA,NA,NA,0,36.34048458,32.28111777,435488,4021954.078
nergis-1999-9902-019,ceramic,amphora,Late Roman amphora,amphora,sliced handle,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,handle curves like LRA 1 Yassi Ada amphora,NA,NA,NA,NA,NA,0,36.34048465,32.28112891,435489,4021954.078
nergis-1999-9902-020,ceramic,loomweight,loomweight,loomweight,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,"coarse blackish fabric at core, muddy orange on surface;",NA,NA,NA,NA,10.4231/RNSY-6143,"1/2 loomweight, hole visible,   loomweight  is smaller (diameter 8.5 cm), hole in center",NA,NA,NA,NA,NA,0,36.34048471,32.28114005,435490,4021954.078
nergis-1999-9902-021,ceramic,commonware,West Cilicia table amphora,table amphora,handle fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,soft clay,NA,"large spine down center,",NA,NA,10.4231/RNSY-6143,resembles handles like table amphora handles in SC,NA,NA,NA,NA,NA,0,36.34048478,32.2811512,435491,4021954.078
nergis-1999-9902-022,ceramic,amphora,Late Roman amphora,amphora,bodysherd,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,"concentric grooves below shoulder, wavy line pattern below",NA,NA,10.4231/RNSY-6143,piriform bs,NA,NA,NA,NA,NA,0,36.34048485,32.28116234,435492,4021954.078
nergis-1999-9902-023,ceramic,roof tile,roof tile,roof tile,pantile?,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,possibly corner pan; angular profile underneath,NA,NA,NA,NA,NA,0,36.34048492,32.28117348,435493,4021954.078
nergis-1999-9902-024,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-025,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-026,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-027,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-028,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-029,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-030,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-031,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-032,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-033,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-034,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,two with handle attachment; unknown forms,NA,NA,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-035,ceramic,commonware,Roman commonware,bowl or plate,bodysherd,Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,light red,2.5YR 6/6,NA,NA,NA,10.4231/RNSY-6143,"trace of slip on exterior, fine concentric grooves on interior",NA,3.8,NA,NA,NA,0,36.34048498,32.28118463,435494,4021954.078
nergis-1999-9902-036,ceramic,fineware,CRS fineware,bowl,base with wall fragment.,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,CRS,reddish yellow,5YR 7/6,slip visible,NA,NA,10.4231/RNSY-6143,"ring foot (narrow), flaring wall (upward),",NA,7.89,NA,NA,9,0,36.34048505,32.28119577,435495,4021954.078
nergis-1999-9902-037,ceramic,pithos,Late Roman pithos,pithos,bodysherd,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,1,1999,NA,NA,NA,"concentric grooves at center, 2 wavy lines below",NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.34048512,32.28120691,435496,4021954.078
nergis-1999-9902-038,ceramic,fineware,CRS fineware,bowl,rim,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,2,1999,CRS,NA,NA,NA,NA,NA,10.4231/RNSY-6143,thickened angular rim,NA,NA,NA,NA,NA,0,36.34048518,32.28121805,435497,4021954.078
nergis-1999-9902-039,ceramic,fineware,dribbleware,NA,bodysherd (2 pieces now),Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,2,1999,dribbleware,NA,NA,mottled slip visible,NA,NA,10.4231/RNSY-6143,triangular fragment,NA,NA,NA,NA,NA,0,36.34048525,32.2812292,435498,4021954.078
nergis-1999-9902-040,ceramic,amphora,Early Roman amphora,amphora,toe,Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,2,1999,NA,reddish yellow,5YR 6/8,NA,NA,NA,10.4231/RNSY-6143,"large knob toe of bag-shaped amphora, trace of wheel ridging above toe; Samos Cistern type?",NA,7.46,NA,30 toe diam,NA,0,36.34048532,32.28124034,435499,4021954.078
nergis-1999-9902-041,ceramic,cookware,imported cookware,stewpot,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,2,1999,NA,light red,2.5YR 6/8,"rim is flat, everted, squared",NA,NA,10.4231/RNSY-6143,Rim folded to form hook underneath.,NA,4.72,NA,NA,19,0,36.34048538,32.28125148,435500,4021954.078
nergis-1999-9902-042,ceramic,commonware,commonware,jar,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,2,1999,NA,West Cilicia fabric,NA,NA,NA,NA,10.4231/RNSY-6143,"rim is flat, everted, squared",NA,NA,NA,NA,NA,0,36.34048545,32.28126262,435501,4021954.078
nergis-1999-9902-043,ceramic,amphora,amphora,jar or small amphora,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,2,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"small rolled rim, resembles small Zemer 41",NA,NA,NA,NA,NA,0,36.34048552,32.28127377,435502,4021954.078
nergis-1999-9902-044,ceramic,coarseware,Late Roman coarseware,storage jar,bodysherd,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,2,1999,NA,NA,NA,double wavy line pattern,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.34048559,32.28128491,435503,4021954.078
nergis-1999-9902-045,ceramic,water pipe,water pipe,water pipe,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,3,1999,NA,fabric looks local orange,NA,5YR 7/8 reddish yellow,NA,NA,10.4231/RNSY-6143,western Mediterranean amphora?; high collared rim fragment.,"diam suggests water pipe, rim thick",6.24,1,NA,18,0,36.34048565,32.28129605,435504,4021954.078
nergis-1999-9902-046,ceramic,amphora,Agora K113 amphora,amphora,handle attachment,Late Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,3,1999,NA,chalky red,NA,"handle has central ridge, broad grooves and flares at attachment;",NA,NA,10.4231/RNSY-6143,looks like Aegean big red,NA,NA,NA,NA,NA,0,36.34048572,32.28130719,435505,4021954.078
nergis-1999-9902-047,ceramic,coarseware,West Cilicia concave rim basin,basin,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,3,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,certain,NA,NA,NA,NA,NA,0,36.34048579,32.28131834,435506,4021954.078
nergis-1999-9902-048,ceramic,cookware,cassarole,casserole,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,3,1999,NA,local fabric,NA,NA,NA,NA,10.4231/RNSY-6143,West Cilicia folded rim cassarole,NA,NA,NA,NA,NA,0,36.34048585,32.28132948,435507,4021954.078
nergis-1999-9902-049,ceramic,cookware,cassarole,casserole,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,3,1999,NA,local fabric,NA,NA,NA,NA,10.4231/RNSY-6143,West Cilicia folded rim cassarole,NA,NA,NA,NA,NA,0,36.34048585,32.28132948,435507,4021954.078
nergis-1999-9902-050,ceramic,cookware,cassarole,casserole,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,3,1999,NA,local fabric,NA,NA,NA,NA,10.4231/RNSY-6143,West Cilicia folded rim cassarole,NA,NA,NA,NA,NA,0,36.34048585,32.28132948,435507,4021954.078
nergis-1999-9902-051,ceramic,amphora,Koan type amphora,amphora,handle fragment,Early Roman,Delice River,Nergis Tepe,NA,RC9902,monumental village,NA,1,3,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,1 segnemt of double rolled handle,NA,NA,NA,NA,NA,0,36.34048592,32.28134062,435508,4021954.078
nergis-1999-9903-001,ceramic,fineware,dribbleware,NA,base fragment,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,dribbleware,NA,5YR 6/6,"traces of black slip on interior,  not wash,",NA,NA,10.4231/RNSY-6143,base profile is a roman era false ring foot,gley 4/6 black slip,4.72,NA,NA,11,0,36.3390438,32.28206702,435572,4021793.628
nergis-1999-9903-002,ceramic,fineware,dribbleware,NA,base,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,dribbleware,NA,5YR 5/6,"traces of black slip on interior,  not wash,",NA,NA,10.4231/RNSY-6143,base profile is a roman era false ring foot,NA,4.35,NA,NA,13,0,36.33904386,32.28207817,435573,4021793.628
nergis-1999-9903-003,ceramic,fineware,CS fineware,NA,base,Hellenistic,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,CS early,reddish yellow,5YR 7/8,traces of black slip,NA,NA,10.4231/RNSY-6143,"Hellenistic style foot, flaring wall, small form, very dirty",NA,2.94,NA,NA,18,0,36.33904393,32.28208931,435574,4021793.628
